"He","errHe","U","errU","Th","errTh"
0.0235826549175163,0.000618658686463724,0.319950348298529,0.0150035892931115,0.208396553351145,0.0208108072011778
0.0198361108812556,0.000534666012268214,0.211154674130076,0.0121786724282419,0.392123108244811,0.00645370961930716
0.0217877603096024,0.000444973108082175,0.276286289120752,0.0109943430557195,0.287958504687199,0.0104410385239288
0.0211208427049916,0.000607892259629719,0.255255255975754,0.0145166672922883,0.322327889924415,0.0117251351715057
0.0229610803387191,0.000487801974140039,0.290967288138723,0.0117426828424053,0.249811105086894,0.0134929421704225
0.0225872460062839,0.00047435685017123,0.307898245860021,0.0117919690414022,0.240356834014301,0.0142905142089728
0.0202280536280518,0.000419792642524559,0.227664635441437,0.00971239989126175,0.367774291997526,0.00598983460396477
0.0327903656763632,0.000384828193725645,0.177902862781651,0.00697710228119978,0.166289823691085,0.00757764335026185
0.0250296412671447,0.000535500270850308,0.35147117014815,0.0124990006155923,0.147936004508957,0.0237113925231758
0.0208222200409689,0.000528951956249505,0.209151127220219,0.0113835556265408,0.374404471960403,0.0062938460817972
0.0393089110021892,0.000265260750440852,0.105259966339059,0.0041676862713557,0.108561813617157,0.00425381672923888
0.0216725796280387,0.000421299750606305,0.249180294380143,0.00994249772761011,0.317368113059082,0.00790051323334738
0.0293224695404086,0.000441534624528551,0.210578726613509,0.00873191288373655,0.20297188257832,0.00900130492265555
0.0227340878847951,0.000618858105155286,0.265958796330683,0.0145879351518411,0.279359445973414,0.0139053473010026
0.0156347967648506,0.000456439847671505,0.338336982461073,0.0147853584161058,0.348967082241915,0.0143916028799407
0.0193539994680714,0.000452031127105567,0.216512893189735,0.0105850156214984,0.396407117448837,0.0056993951998774
0.0255334662760352,0.000582330769413233,0.319667080918007,0.013547048113478,0.169663593561289,0.0209716611986001
0.0192700971198816,0.000507212832143244,0.234406504643849,0.0123848943182903,0.380191552958519,0.0075148774065978
0.0227283830193179,0.000577329810435239,0.326443535422266,0.0142977532347664,0.218988804191376,0.0199012772569502
0.0222806819120899,0.00046235536270463,0.273832314595743,0.0112661555788539,0.280554047162459,0.0108143013926892
0.0235425999695293,0.000534514509829875,0.319450240312503,0.0130469119790556,0.209697760296911,0.0177505500368252
0.0220413293114972,0.000519414014650212,0.257932633277418,0.0122659764064608,0.301240780492638,0.0106779091639672
0.0231774726192967,0.000567879580732263,0.314405839360729,0.0139482183609025,0.222044708253336,0.0180569233245576
0.0207652451285846,0.000557329799455293,0.263420885260588,0.0136740589702386,0.321274212167721,0.0113965913758843
0.0321082457051765,0.00046438731125803,0.221905250253744,0.00918229485649502,0.135929835642727,0.0129924939060838
