"He","errHe","U","errU","Th","errTh"
0.020763967443263,0.000463695868152735,0.280116461696851,0.0118165007914571,0.304604189437888,0.010818271170647
0.0246059481746686,0.000556520311853243,0.284538772920785,0.0127632441554728,0.223342263585843,0.0158347256610848
0.0436084406207401,0.000168782883031073,0.0663768008082417,0.00262915334086936,0.0614543867769571,0.00271438065599278
0.0330353763395297,0.00034817610230432,0.152073484467503,0.00605719784673557,0.187218988741904,0.00506708047862414
0.0224301363397274,0.000533294857917821,0.291544728183178,0.0130748539622933,0.259852545022273,0.0143793196712077
0.0237543128858439,0.000591374819340157,0.309830259193333,0.0142221987836882,0.215083483089788,0.0188099563721872
0.0245591677326065,0.000537603832450994,0.321179000949259,0.0127401321998979,0.187637644398611,0.0190439511067899
0.019933809452106,0.000455615840175333,0.219275951544951,0.0105425070506089,0.382047859412929,0.00594377874559729
0.0282869196284003,0.000530413808914924,0.23000724850355,0.0110581472262748,0.204254358928443,0.0117793496985266
0.0203303830206748,0.000563559743063663,0.221315501274394,0.012952004101615,0.372076838312109,0.00756370652427695
0.0320853731058725,0.000357663596583992,0.20170133837915,0.00676958863403193,0.1565911995034,0.00849936505049821
0.0235942070454673,0.000681451473385367,0.299205125361819,0.0162574395724515,0.228910733728835,0.0201997393589564
0.0297664358739577,0.000502817945383546,0.20930703159215,0.00992379488982087,0.195364250928697,0.0104115000865713
0.0309514283082695,0.000460778892678857,0.191652741037742,0.0086928287527847,0.189318692796868,0.00885092086603894
0.0200547149257472,0.000413200645119473,0.235398212195481,0.00998610692192371,0.363507489289576,0.00636611954943476
0.0298462241137401,0.000345144354462053,0.175140145229421,0.00641201661198527,0.227935372495777,0.00499810403844911
0.0331436606150167,0.000413428590248589,0.177746419412594,0.00755689523760417,0.159380368287072,0.00831614034519888
0.0280500352700058,0.000526455460806899,0.242786913151355,0.0111111241007368,0.196212381448528,0.0129395852674461
0.021753488309979,0.000410430522054879,0.228744460692523,0.00923285654428723,0.336185773107896,0.00634158086341683
0.0333047360646659,0.000388940609496042,0.153664163897187,0.00672601388403912,0.180241114809495,0.00597912961890038
0.0226502323972153,0.000548478099662036,0.276725738689464,0.012911262335073,0.27026961336623,0.0136795659988743
0.0200911650459624,0.000381910824100275,0.245047965138825,0.00932186196327658,0.353128733941927,0.00646722141101943
0.0336936628008247,0.000463234877050306,0.154628909608872,0.00799621345429541,0.171497834374633,0.00753011984367195
0.0302977572620815,0.000454023254946911,0.21193461468963,0.00878272681997593,0.182110240068741,0.0102781578201211
0.0225497192981746,0.00057727454132301,0.295480552365891,0.0141120286496769,0.253525061670618,0.0161060631927182
